#Frequency response,,,,,,,,,,,,
#J column is FBG's FFT value;,,,,,,,,,,,,
#K column is piezo's FFT value;,,,,,,,,,,,,
#L column is FBG's sensitivity obtained by FBG FFT(J column) divided by Piezo FFT(K column) ;,,,,,,,,,,,,
#M coumn is 2 times of L column;,,,,,,,,,,,,
Piezo(V),FBG(pm),,,,,,,,,,,
,,B-1536638,A-0.758,,,,,,,,,
0.749,1536680,42,-0.009,,,,,,,,,
0.798,1536646,8,0.04,,,,,,,,,
0.838,1536613,-25,0.08,,,,,,,,,
0.858,1536586,-52,0.1,,,,,,,,,
0.852,1536571,-67,0.094,,,,,,,,,
0.821,1536572,-66,0.063,,,,,,,,,
0.776,1536588,-50,0.018,,,,,,,,,
0.729,1536617,-21,-0.029,,,,,,,,,
0.687,1536652,14,-0.071,,,,,,,,,
0.661,1536685,47,-0.097,,,,,,,,,
0.659,1536707,69,-0.099,,,,,,,,,
0.685,1536711,73,-0.073,,,,,,,,,
0.727,1536694,56,-0.031,,,,,,,,,
0.777,1536664,26,0.019,,,,,,,,,
0.819,1536629,-9,0.061,,,,,,,,,
0.85,1536598,-40,0.092,,,,,,,,,
0.857,1536576,-62,0.099,,,,,,,,,
0.84,1536569,-69,0.082,,,,,,,,,
0.801,1536579,-59,0.043,,,,,,,,,
0.752,1536602,-36,-0.006,,,,,,,,,
0.705,1536634,-4,-0.053,,,,,,,,,
0.672,1536669,31,-0.086,,,,,,,,,
0.66,1536699,61,-0.098,,,,,,,,,
0.669,1536713,75,-0.089,,,,,,,,,
0.703,1536705,67,-0.055,,,,,,,,,
0.75,1536680,42,-0.008,,,,,,,,,
0.8,1536645,7,0.042,,,,,,,,,
0.838,1536611,-27,0.08,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.85,1536571,-67,0.092,,,,,,,,,
0.823,1536572,-66,0.065,,,,,,,,,
0.779,1536588,-50,0.021,,,,,,,,,
0.728,1536617,-21,-0.03,,,,,,,,,
0.687,1536651,13,-0.071,,,,,,,,,
0.661,1536686,48,-0.097,,,,,,,,,
0.662,1536707,69,-0.096,,,,,,,,,
0.685,1536710,72,-0.073,,,,,,,,,
0.725,1536695,57,-0.033,,,,,,,,,
0.774,1536663,25,0.016,,,,,,,,,
0.821,1536628,-10,0.063,,,,,,,,,
0.851,1536596,-42,0.093,,,,,,,,,
0.857,1536576,-62,0.099,,,,,,,,,
0.839,1536570,-68,0.081,,,,,,,,,
0.8,1536578,-60,0.042,,,,,,,,,
0.754,1536601,-37,-0.004,,,,,,,,,
0.706,1536635,-3,-0.052,,,,,,,,,
0.671,1536670,32,-0.087,,,,,,,,,
0.656,1536699,61,-0.102,,,,,,,,,
0.67,1536712,74,-0.088,,,,,,,,,
0.704,1536704,66,-0.054,,,,,,,,,
0.751,1536680,42,-0.007,,,,,,,,,
0.799,1536645,7,0.041,,,,,,,,,
0.836,1536611,-27,0.078,,,,,,,,,
0.858,1536586,-52,0.1,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.822,1536572,-66,0.064,,,,,,,,,
0.775,1536588,-50,0.017,,,,,,,,,
0.728,1536617,-21,-0.03,,,,,,,,,
0.687,1536651,13,-0.071,,,,,,,,,
0.663,1536685,47,-0.095,,,,,,,,,
0.66,1536708,70,-0.098,,,,,,,,,
0.683,1536711,73,-0.075,,,,,,,,,
0.726,1536694,56,-0.032,,,,,,,,,
0.777,1536663,25,0.019,,,,,,,,,
0.822,1536628,-10,0.064,,,,,,,,,
0.85,1536598,-40,0.092,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.84,1536569,-69,0.082,,,,,,,,,
0.802,1536579,-59,0.044,,,,,,,,,
0.752,1536601,-37,-0.006,,,,,,,,,
0.704,1536634,-4,-0.054,,,,,,,,,
0.67,1536669,31,-0.088,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.67,1536713,75,-0.088,,,,,,,,,
0.703,1536705,67,-0.055,,,,,,,,,
0.749,1536681,43,-0.009,,,,,,,,,
0.799,1536646,8,0.041,,,,,,,,,
0.839,1536612,-26,0.081,,,,,,,,,
0.858,1536586,-52,0.1,,,,,,,,,
0.851,1536571,-67,0.093,,,,,,,,,
0.821,1536572,-66,0.063,,,,,,,,,
0.779,1536588,-50,0.021,,,,,,,,,
0.73,1536616,-22,-0.028,,,,,,,,,
0.687,1536652,14,-0.071,,,,,,,,,
0.66,1536685,47,-0.098,,,,,,,,,
0.659,1536708,70,-0.099,,,,,,,,,
0.685,1536710,72,-0.073,,,,,,,,,
0.726,1536695,57,-0.032,,,,,,,,,
0.774,1536663,25,0.016,,,,,,,,,
0.818,1536628,-10,0.06,,,,,,,,,
0.85,1536598,-40,0.092,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.84,1536569,-69,0.082,,,,,,,,,
0.8,1536579,-59,0.042,,,,,,,,,
0.752,1536601,-37,-0.006,,,,,,,,,
0.707,1536634,-4,-0.051,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.703,1536705,67,-0.055,,,,,,,,,
0.751,1536680,42,-0.007,,,,,,,,,
0.799,1536645,7,0.041,,,,,,,,,
0.836,1536613,-25,0.078,,,,,,,,,
0.856,1536586,-52,0.098,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.778,1536588,-50,0.02,,,,,,,,,
0.727,1536617,-21,-0.031,,,,,,,,,
0.686,1536652,14,-0.072,,,,,,,,,
0.663,1536686,48,-0.095,,,,,,,,,
0.661,1536708,70,-0.097,,,,,,,,,
0.683,1536712,74,-0.075,,,,,,,,,
0.724,1536695,57,-0.034,,,,,,,,,
0.775,1536663,25,0.017,,,,,,,,,
0.822,1536628,-10,0.064,,,,,,,,,
0.851,1536598,-40,0.093,,,,,,,,,
0.855,1536576,-62,0.097,,,,,,,,,
0.838,1536569,-69,0.08,,,,,,,,,
0.802,1536578,-60,0.044,,,,,,,,,
0.754,1536602,-36,-0.004,,,,,,,,,
0.706,1536634,-4,-0.052,,,,,,,,,
0.67,1536670,32,-0.088,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.671,1536712,74,-0.087,,,,,,,,,
0.704,1536706,68,-0.054,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.797,1536646,8,0.039,,,,,,,,,
0.839,1536612,-26,0.081,,,,,,,,,
0.859,1536585,-53,0.101,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.821,1536572,-66,0.063,,,,,,,,,
0.777,1536588,-50,0.019,,,,,,,,,
0.73,1536617,-21,-0.028,,,,,,,,,
0.688,1536652,14,-0.07,,,,,,,,,
0.661,1536686,48,-0.097,,,,,,,,,
0.658,1536708,70,-0.1,,,,,,,,,
0.684,1536711,73,-0.074,,,,,,,,,
0.727,1536694,56,-0.031,,,,,,,,,
0.776,1536663,25,0.018,,,,,,,,,
0.819,1536628,-10,0.061,,,,,,,,,
0.848,1536598,-40,0.09,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.841,1536569,-69,0.083,,,,,,,,,
0.802,1536579,-59,0.044,,,,,,,,,
0.752,1536601,-37,-0.006,,,,,,,,,
0.706,1536633,-5,-0.052,,,,,,,,,
0.672,1536669,31,-0.086,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.668,1536711,73,-0.09,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.75,1536680,42,-0.008,,,,,,,,,
0.8,1536646,8,0.042,,,,,,,,,
0.838,1536612,-26,0.08,,,,,,,,,
0.856,1536584,-54,0.098,,,,,,,,,
0.85,1536572,-66,0.092,,,,,,,,,
0.823,1536572,-66,0.065,,,,,,,,,
0.78,1536588,-50,0.022,,,,,,,,,
0.728,1536617,-21,-0.03,,,,,,,,,
0.685,1536652,14,-0.073,,,,,,,,,
0.661,1536685,47,-0.097,,,,,,,,,
0.662,1536708,70,-0.096,,,,,,,,,
0.685,1536711,73,-0.073,,,,,,,,,
0.724,1536693,55,-0.034,,,,,,,,,
0.773,1536663,25,0.015,,,,,,,,,
0.821,1536628,-10,0.063,,,,,,,,,
0.852,1536598,-40,0.094,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.838,1536570,-68,0.08,,,,,,,,,
0.801,1536580,-58,0.043,,,,,,,,,
0.755,1536601,-37,-0.003,,,,,,,,,
0.709,1536635,-3,-0.049,,,,,,,,,
0.67,1536669,31,-0.088,,,,,,,,,
0.656,1536699,61,-0.102,,,,,,,,,
0.669,1536712,74,-0.089,,,,,,,,,
0.705,1536705,67,-0.053,,,,,,,,,
0.752,1536680,42,-0.006,,,,,,,,,
0.797,1536647,9,0.039,,,,,,,,,
0.836,1536613,-25,0.078,,,,,,,,,
0.858,1536585,-53,0.1,,,,,,,,,
0.854,1536572,-66,0.096,,,,,,,,,
0.823,1536572,-66,0.065,,,,,,,,,
0.777,1536589,-49,0.019,,,,,,,,,
0.729,1536617,-21,-0.029,,,,,,,,,
0.689,1536652,14,-0.069,,,,,,,,,
0.664,1536685,47,-0.094,,,,,,,,,
0.659,1536707,69,-0.099,,,,,,,,,
0.681,1536711,73,-0.077,,,,,,,,,
0.725,1536695,57,-0.033,,,,,,,,,
0.776,1536664,26,0.018,,,,,,,,,
0.82,1536628,-10,0.062,,,,,,,,,
0.848,1536598,-40,0.09,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.842,1536570,-68,0.084,,,,,,,,,
0.804,1536578,-60,0.046,,,,,,,,,
0.754,1536602,-36,-0.004,,,,,,,,,
0.704,1536635,-3,-0.054,,,,,,,,,
0.672,1536669,31,-0.086,,,,,,,,,
0.66,1536699,61,-0.098,,,,,,,,,
0.67,1536712,74,-0.088,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.799,1536645,7,0.041,,,,,,,,,
0.839,1536611,-27,0.081,,,,,,,,,
0.857,1536585,-53,0.099,,,,,,,,,
0.849,1536572,-66,0.091,,,,,,,,,
0.822,1536572,-66,0.064,,,,,,,,,
0.78,1536588,-50,0.022,,,,,,,,,
0.731,1536617,-21,-0.027,,,,,,,,,
0.686,1536652,14,-0.072,,,,,,,,,
0.659,1536686,48,-0.099,,,,,,,,,
0.661,1536708,70,-0.097,,,,,,,,,
0.685,1536712,74,-0.073,,,,,,,,,
0.726,1536694,56,-0.032,,,,,,,,,
0.772,1536663,25,0.014,,,,,,,,,
0.819,1536629,-9,0.061,,,,,,,,,
0.851,1536597,-41,0.093,,,,,,,,,
0.86,1536576,-62,0.102,,,,,,,,,
0.84,1536570,-68,0.082,,,,,,,,,
0.8,1536580,-58,0.042,,,,,,,,,
0.753,1536602,-36,-0.005,,,,,,,,,
0.709,1536635,-3,-0.049,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.667,1536713,75,-0.091,,,,,,,,,
0.703,1536704,66,-0.055,,,,,,,,,
0.752,1536680,42,-0.006,,,,,,,,,
0.799,1536646,8,0.041,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.853,1536571,-67,0.095,,,,,,,,,
0.825,1536572,-66,0.067,,,,,,,,,
0.778,1536589,-49,0.02,,,,,,,,,
0.728,1536616,-22,-0.03,,,,,,,,,
0.687,1536652,14,-0.071,,,,,,,,,
0.665,1536685,47,-0.093,,,,,,,,,
0.661,1536707,69,-0.097,,,,,,,,,
0.681,1536710,72,-0.077,,,,,,,,,
0.723,1536694,56,-0.035,,,,,,,,,
0.775,1536664,26,0.017,,,,,,,,,
0.822,1536628,-10,0.064,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.855,1536576,-62,0.097,,,,,,,,,
0.839,1536570,-68,0.081,,,,,,,,,
0.804,1536578,-60,0.046,,,,,,,,,
0.755,1536602,-36,-0.003,,,,,,,,,
0.706,1536634,-4,-0.052,,,,,,,,,
0.67,1536670,32,-0.088,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.672,1536712,74,-0.086,,,,,,,,,
0.703,1536705,67,-0.055,,,,,,,,,
0.747,1536680,42,-0.011,,,,,,,,,
0.796,1536647,9,0.038,,,,,,,,,
0.838,1536612,-26,0.08,,,,,,,,,
0.859,1536585,-53,0.101,,,,,,,,,
0.851,1536571,-67,0.093,,,,,,,,,
0.821,1536572,-66,0.063,,,,,,,,,
0.778,1536588,-50,0.02,,,,,,,,,
0.732,1536617,-21,-0.026,,,,,,,,,
0.688,1536653,15,-0.07,,,,,,,,,
0.66,1536686,48,-0.098,,,,,,,,,
0.658,1536708,70,-0.1,,,,,,,,,
0.684,1536711,73,-0.074,,,,,,,,,
0.728,1536694,56,-0.03,,,,,,,,,
0.775,1536663,25,0.017,,,,,,,,,
0.818,1536629,-9,0.06,,,,,,,,,
0.849,1536598,-40,0.091,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.842,1536569,-69,0.084,,,,,,,,,
0.801,1536578,-60,0.043,,,,,,,,,
0.752,1536602,-36,-0.006,,,,,,,,,
0.707,1536635,-3,-0.051,,,,,,,,,
0.675,1536670,32,-0.083,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.667,1536713,75,-0.091,,,,,,,,,
0.7,1536706,68,-0.058,,,,,,,,,
0.75,1536680,42,-0.008,,,,,,,,,
0.8,1536646,8,0.042,,,,,,,,,
0.837,1536613,-25,0.079,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.851,1536572,-66,0.093,,,,,,,,,
0.826,1536572,-66,0.068,,,,,,,,,
0.78,1536588,-50,0.022,,,,,,,,,
0.728,1536617,-21,-0.03,,,,,,,,,
0.685,1536652,14,-0.073,,,,,,,,,
0.662,1536686,48,-0.096,,,,,,,,,
0.663,1536708,70,-0.095,,,,,,,,,
0.683,1536712,74,-0.075,,,,,,,,,
0.722,1536695,57,-0.036,,,,,,,,,
0.772,1536663,25,0.014,,,,,,,,,
0.821,1536628,-10,0.063,,,,,,,,,
0.851,1536597,-41,0.093,,,,,,,,,
0.857,1536576,-62,0.099,,,,,,,,,
0.838,1536569,-69,0.08,,,,,,,,,
0.802,1536578,-60,0.044,,,,,,,,,
0.757,1536601,-37,-0.001,,,,,,,,,
0.707,1536634,-4,-0.051,,,,,,,,,
0.67,1536670,32,-0.088,,,,,,,,,
0.655,1536699,61,-0.103,,,,,,,,,
0.67,1536711,73,-0.088,,,,,,,,,
0.704,1536705,67,-0.054,,,,,,,,,
0.749,1536680,42,-0.009,,,,,,,,,
0.795,1536646,8,0.037,,,,,,,,,
0.836,1536613,-25,0.078,,,,,,,,,
0.859,1536586,-52,0.101,,,,,,,,,
0.854,1536571,-67,0.096,,,,,,,,,
0.822,1536572,-66,0.064,,,,,,,,,
0.777,1536588,-50,0.019,,,,,,,,,
0.73,1536617,-21,-0.028,,,,,,,,,
0.691,1536652,14,-0.067,,,,,,,,,
0.662,1536685,47,-0.096,,,,,,,,,
0.658,1536709,71,-0.1,,,,,,,,,
0.681,1536710,72,-0.077,,,,,,,,,
0.726,1536695,57,-0.032,,,,,,,,,
0.776,1536663,25,0.018,,,,,,,,,
0.818,1536628,-10,0.06,,,,,,,,,
0.847,1536597,-41,0.089,,,,,,,,,
0.857,1536577,-61,0.099,,,,,,,,,
0.843,1536569,-69,0.085,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.753,1536602,-36,-0.005,,,,,,,,,
0.706,1536633,-5,-0.052,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.66,1536698,60,-0.098,,,,,,,,,
0.669,1536713,75,-0.089,,,,,,,,,
0.7,1536705,67,-0.058,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.799,1536646,8,0.041,,,,,,,,,
0.838,1536611,-27,0.08,,,,,,,,,
0.855,1536584,-54,0.097,,,,,,,,,
0.85,1536572,-66,0.092,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.781,1536588,-50,0.023,,,,,,,,,
0.731,1536617,-21,-0.027,,,,,,,,,
0.686,1536652,14,-0.072,,,,,,,,,
0.661,1536685,47,-0.097,,,,,,,,,
0.661,1536707,69,-0.097,,,,,,,,,
0.684,1536710,72,-0.074,,,,,,,,,
0.724,1536695,57,-0.034,,,,,,,,,
0.771,1536663,25,0.013,,,,,,,,,
0.818,1536628,-10,0.06,,,,,,,,,
0.851,1536596,-42,0.093,,,,,,,,,
0.858,1536575,-63,0.1,,,,,,,,,
0.839,1536570,-68,0.081,,,,,,,,,
0.801,1536578,-60,0.043,,,,,,,,,
0.756,1536602,-36,-0.002,,,,,,,,,
0.709,1536635,-3,-0.049,,,,,,,,,
0.673,1536670,32,-0.085,,,,,,,,,
0.656,1536699,61,-0.102,,,,,,,,,
0.668,1536712,74,-0.09,,,,,,,,,
0.703,1536704,66,-0.055,,,,,,,,,
0.751,1536680,42,-0.007,,,,,,,,,
0.796,1536646,8,0.038,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.856,1536586,-52,0.098,,,,,,,,,
0.854,1536570,-68,0.096,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.777,1536588,-50,0.019,,,,,,,,,
0.729,1536617,-21,-0.029,,,,,,,,,
0.69,1536652,14,-0.068,,,,,,,,,
0.664,1536686,48,-0.094,,,,,,,,,
0.661,1536709,71,-0.097,,,,,,,,,
0.681,1536712,74,-0.077,,,,,,,,,
0.724,1536694,56,-0.034,,,,,,,,,
0.775,1536663,25,0.017,,,,,,,,,
0.82,1536628,-10,0.062,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.856,1536577,-61,0.098,,,,,,,,,
0.84,1536570,-68,0.082,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.755,1536602,-36,-0.003,,,,,,,,,
0.706,1536634,-4,-0.052,,,,,,,,,
0.671,1536669,31,-0.087,,,,,,,,,
0.66,1536698,60,-0.098,,,,,,,,,
0.671,1536712,74,-0.087,,,,,,,,,
0.702,1536705,67,-0.056,,,,,,,,,
0.747,1536680,42,-0.011,,,,,,,,,
0.796,1536646,8,0.038,,,,,,,,,
0.838,1536611,-27,0.08,,,,,,,,,
0.857,1536585,-53,0.099,,,,,,,,,
0.851,1536571,-67,0.093,,,,,,,,,
0.822,1536572,-66,0.064,,,,,,,,,
0.78,1536587,-51,0.022,,,,,,,,,
0.732,1536617,-21,-0.026,,,,,,,,,
0.688,1536653,15,-0.07,,,,,,,,,
0.66,1536686,48,-0.098,,,,,,,,,
0.659,1536708,70,-0.099,,,,,,,,,
0.684,1536711,73,-0.074,,,,,,,,,
0.725,1536694,56,-0.033,,,,,,,,,
0.773,1536663,25,0.015,,,,,,,,,
0.817,1536629,-9,0.059,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.86,1536576,-62,0.102,,,,,,,,,
0.842,1536569,-69,0.084,,,,,,,,,
0.801,1536579,-59,0.043,,,,,,,,,
0.753,1536602,-36,-0.005,,,,,,,,,
0.709,1536634,-4,-0.049,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.75,1536680,42,-0.008,,,,,,,,,
0.798,1536646,8,0.04,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.853,1536572,-66,0.095,,,,,,,,,
0.826,1536572,-66,0.068,,,,,,,,,
0.78,1536588,-50,0.022,,,,,,,,,
0.729,1536617,-21,-0.029,,,,,,,,,
0.687,1536652,14,-0.071,,,,,,,,,
0.664,1536686,48,-0.094,,,,,,,,,
0.661,1536708,70,-0.097,,,,,,,,,
0.683,1536711,73,-0.075,,,,,,,,,
0.722,1536694,56,-0.036,,,,,,,,,
0.773,1536663,25,0.015,,,,,,,,,
0.82,1536628,-10,0.062,,,,,,,,,
0.85,1536598,-40,0.092,,,,,,,,,
0.857,1536577,-61,0.099,,,,,,,,,
0.839,1536570,-68,0.081,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.757,1536602,-36,-0.001,,,,,,,,,
0.709,1536634,-4,-0.049,,,,,,,,,
0.671,1536669,31,-0.087,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.67,1536712,74,-0.088,,,,,,,,,
0.702,1536705,67,-0.056,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.795,1536646,8,0.037,,,,,,,,,
0.836,1536612,-26,0.078,,,,,,,,,
0.858,1536585,-53,0.1,,,,,,,,,
0.853,1536571,-67,0.095,,,,,,,,,
0.822,1536572,-66,0.064,,,,,,,,,
0.779,1536588,-50,0.021,,,,,,,,,
0.732,1536617,-21,-0.026,,,,,,,,,
0.69,1536652,14,-0.068,,,,,,,,,
0.662,1536687,49,-0.096,,,,,,,,,
0.659,1536707,69,-0.099,,,,,,,,,
0.682,1536710,72,-0.076,,,,,,,,,
0.725,1536693,55,-0.033,,,,,,,,,
0.773,1536663,25,0.015,,,,,,,,,
0.817,1536628,-10,0.059,,,,,,,,,
0.848,1536598,-40,0.09,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.842,1536570,-68,0.084,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.754,1536602,-36,-0.004,,,,,,,,,
0.707,1536634,-4,-0.051,,,,,,,,,
0.674,1536669,31,-0.084,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.667,1536713,75,-0.091,,,,,,,,,
0.7,1536706,68,-0.058,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.798,1536646,8,0.04,,,,,,,,,
0.838,1536612,-26,0.08,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.851,1536572,-66,0.093,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.78,1536589,-49,0.022,,,,,,,,,
0.731,1536617,-21,-0.027,,,,,,,,,
0.686,1536652,14,-0.072,,,,,,,,,
0.662,1536686,48,-0.096,,,,,,,,,
0.661,1536707,69,-0.097,,,,,,,,,
0.684,1536712,74,-0.074,,,,,,,,,
0.723,1536694,56,-0.035,,,,,,,,,
0.772,1536664,26,0.014,,,,,,,,,
0.818,1536628,-10,0.06,,,,,,,,,
0.851,1536597,-41,0.093,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.84,1536569,-69,0.082,,,,,,,,,
0.802,1536579,-59,0.044,,,,,,,,,
0.755,1536602,-36,-0.003,,,,,,,,,
0.709,1536634,-4,-0.049,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.702,1536704,66,-0.056,,,,,,,,,
0.749,1536680,42,-0.009,,,,,,,,,
0.796,1536646,8,0.038,,,,,,,,,
0.835,1536611,-27,0.077,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.854,1536570,-68,0.096,,,,,,,,,
0.825,1536572,-66,0.067,,,,,,,,,
0.779,1536589,-49,0.021,,,,,,,,,
0.73,1536617,-21,-0.028,,,,,,,,,
0.689,1536651,13,-0.069,,,,,,,,,
0.663,1536685,47,-0.095,,,,,,,,,
0.66,1536707,69,-0.098,,,,,,,,,
0.681,1536711,73,-0.077,,,,,,,,,
0.723,1536695,57,-0.035,,,,,,,,,
0.774,1536663,25,0.016,,,,,,,,,
0.82,1536628,-10,0.062,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.857,1536576,-62,0.099,,,,,,,,,
0.841,1536569,-69,0.083,,,,,,,,,
0.805,1536579,-59,0.047,,,,,,,,,
0.756,1536602,-36,-0.002,,,,,,,,,
0.707,1536634,-4,-0.051,,,,,,,,,
0.671,1536670,32,-0.087,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.669,1536712,74,-0.089,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.747,1536680,42,-0.011,,,,,,,,,
0.796,1536646,8,0.038,,,,,,,,,
0.837,1536612,-26,0.079,,,,,,,,,
0.858,1536585,-53,0.1,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.781,1536588,-50,0.023,,,,,,,,,
0.733,1536617,-21,-0.025,,,,,,,,,
0.689,1536652,14,-0.069,,,,,,,,,
0.662,1536685,47,-0.096,,,,,,,,,
0.659,1536707,69,-0.099,,,,,,,,,
0.683,1536710,72,-0.075,,,,,,,,,
0.725,1536693,55,-0.033,,,,,,,,,
0.771,1536663,25,0.013,,,,,,,,,
0.817,1536628,-10,0.059,,,,,,,,,
0.849,1536596,-42,0.091,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.841,1536570,-68,0.083,,,,,,,,,
0.802,1536580,-58,0.044,,,,,,,,,
0.755,1536601,-37,-0.003,,,,,,,,,
0.709,1536635,-3,-0.049,,,,,,,,,
0.675,1536669,31,-0.083,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.7,1536705,67,-0.058,,,,,,,,,
0.749,1536680,42,-0.009,,,,,,,,,
0.797,1536645,7,0.039,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.852,1536571,-67,0.094,,,,,,,,,
0.826,1536572,-66,0.068,,,,,,,,,
0.781,1536588,-50,0.023,,,,,,,,,
0.731,1536617,-21,-0.027,,,,,,,,,
0.687,1536653,15,-0.071,,,,,,,,,
0.663,1536687,49,-0.095,,,,,,,,,
0.662,1536708,70,-0.096,,,,,,,,,
0.683,1536711,73,-0.075,,,,,,,,,
0.722,1536694,56,-0.036,,,,,,,,,
0.771,1536663,25,0.013,,,,,,,,,
0.819,1536628,-10,0.061,,,,,,,,,
0.851,1536598,-40,0.093,,,,,,,,,
0.858,1536577,-61,0.1,,,,,,,,,
0.84,1536570,-68,0.082,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.757,1536602,-36,-0.001,,,,,,,,,
0.709,1536633,-5,-0.049,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.668,1536713,75,-0.09,,,,,,,,,
0.702,1536704,66,-0.056,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.796,1536646,8,0.038,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.858,1536584,-54,0.1,,,,,,,,,
0.854,1536572,-66,0.096,,,,,,,,,
0.825,1536572,-66,0.067,,,,,,,,,
0.78,1536588,-50,0.022,,,,,,,,,
0.73,1536617,-21,-0.028,,,,,,,,,
0.689,1536651,13,-0.069,,,,,,,,,
0.663,1536685,47,-0.095,,,,,,,,,
0.66,1536708,70,-0.098,,,,,,,,,
0.681,1536710,72,-0.077,,,,,,,,,
0.723,1536693,55,-0.035,,,,,,,,,
0.773,1536663,25,0.015,,,,,,,,,
0.817,1536628,-10,0.059,,,,,,,,,
0.848,1536598,-40,0.09,,,,,,,,,
0.857,1536576,-62,0.099,,,,,,,,,
0.842,1536570,-68,0.084,,,,,,,,,
0.805,1536579,-59,0.047,,,,,,,,,
0.756,1536601,-37,-0.002,,,,,,,,,
0.707,1536634,-4,-0.051,,,,,,,,,
0.674,1536669,31,-0.084,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
