#Frequency response,,,,,,,,,,,,
#J column is FBG's FFT value;,,,,,,,,,,,,
#K column is piezo's FFT value;,,,,,,,,,,,,
#L column is FBG's sensitivity obtained by FBG FFT(J column) divided by Piezo FFT(K column) ;,,,,,,,,,,,,
#M coumn is 2 times of L column;,,,,,,,,,,,,
Piezo(V),FBG(pm),,,,,,,,,,,
,,B-1536638,A-0.758,,,,,,,,,
0.73,1536711,73,-0.028,,,,,,,,,
0.715,1536741,103,-0.043,,,,,,,,,
0.737,1536717,79,-0.021,,,,,,,,,
0.774,1536661,23,0.016,,,,,,,,,
0.798,1536612,-26,0.04,,,,,,,,,
0.792,1536603,-35,0.034,,,,,,,,,
0.759,1536643,5,0.001,,,,,,,,,
0.729,1536704,66,-0.029,,,,,,,,,
0.719,1536742,104,-0.039,,,,,,,,,
0.732,1536724,86,-0.026,,,,,,,,,
0.766,1536670,32,0.008,,,,,,,,,
0.792,1536617,-21,0.034,,,,,,,,,
0.796,1536602,-36,0.038,,,,,,,,,
0.769,1536633,-5,0.011,,,,,,,,,
0.735,1536694,56,-0.023,,,,,,,,,
0.716,1536738,100,-0.042,,,,,,,,,
0.73,1536730,92,-0.028,,,,,,,,,
0.766,1536680,42,0.008,,,,,,,,,
0.794,1536624,-14,0.036,,,,,,,,,
0.793,1536602,-36,0.035,,,,,,,,,
0.769,1536624,-14,0.011,,,,,,,,,
0.738,1536686,48,-0.02,,,,,,,,,
0.722,1536737,99,-0.036,,,,,,,,,
0.727,1536736,98,-0.031,,,,,,,,,
0.755,1536686,48,-0.003,,,,,,,,,
0.786,1536631,-7,0.028,,,,,,,,,
0.797,1536602,-36,0.039,,,,,,,,,
0.779,1536621,-17,0.021,,,,,,,,,
0.743,1536677,39,-0.015,,,,,,,,,
0.718,1536730,92,-0.04,,,,,,,,,
0.723,1536739,101,-0.035,,,,,,,,,
0.755,1536695,57,-0.003,,,,,,,,,
0.786,1536639,1,0.028,,,,,,,,,
0.795,1536603,-35,0.037,,,,,,,,,
0.779,1536616,-22,0.021,,,,,,,,,
0.748,1536669,31,-0.01,,,,,,,,,
0.725,1536725,87,-0.033,,,,,,,,,
0.721,1536741,103,-0.037,,,,,,,,,
0.745,1536702,64,-0.013,,,,,,,,,
0.779,1536647,9,0.021,,,,,,,,,
0.799,1536605,-33,0.041,,,,,,,,,
0.788,1536610,-28,0.03,,,,,,,,,
0.751,1536658,20,-0.007,,,,,,,,,
0.723,1536719,81,-0.035,,,,,,,,,
0.718,1536744,106,-0.04,,,,,,,,,
0.745,1536713,75,-0.013,,,,,,,,,
0.778,1536654,16,0.02,,,,,,,,,
0.794,1536609,-29,0.036,,,,,,,,,
0.786,1536605,-33,0.028,,,,,,,,,
0.757,1536649,11,-0.001,,,,,,,,,
0.731,1536710,72,-0.027,,,,,,,,,
0.718,1536743,105,-0.04,,,,,,,,,
0.737,1536721,83,-0.021,,,,,,,,,
0.771,1536661,23,0.013,,,,,,,,,
0.799,1536613,-25,0.041,,,,,,,,,
0.793,1536601,-37,0.035,,,,,,,,,
0.761,1536639,1,0.003,,,,,,,,,
0.729,1536703,65,-0.029,,,,,,,,,
0.719,1536744,106,-0.039,,,,,,,,,
0.735,1536728,90,-0.023,,,,,,,,,
0.767,1536671,33,0.009,,,,,,,,,
0.791,1536617,-21,0.033,,,,,,,,,
0.793,1536601,-37,0.035,,,,,,,,,
0.769,1536633,-5,0.011,,,,,,,,,
0.736,1536694,56,-0.022,,,,,,,,,
0.719,1536739,101,-0.039,,,,,,,,,
0.728,1536731,93,-0.03,,,,,,,,,
0.761,1536680,42,0.003,,,,,,,,,
0.793,1536624,-14,0.035,,,,,,,,,
0.797,1536600,-38,0.039,,,,,,,,,
0.772,1536625,-13,0.014,,,,,,,,,
0.735,1536687,49,-0.023,,,,,,,,,
0.718,1536737,99,-0.04,,,,,,,,,
0.727,1536736,98,-0.031,,,,,,,,,
0.758,1536687,49,0,,,,,,,,,
0.788,1536630,-8,0.03,,,,,,,,,
0.797,1536602,-36,0.039,,,,,,,,,
0.779,1536620,-18,0.021,,,,,,,,,
0.744,1536678,40,-0.014,,,,,,,,,
0.719,1536731,93,-0.039,,,,,,,,,
0.723,1536738,100,-0.035,,,,,,,,,
0.753,1536695,57,-0.005,,,,,,,,,
0.789,1536639,1,0.031,,,,,,,,,
0.8,1536603,-35,0.042,,,,,,,,,
0.778,1536615,-23,0.02,,,,,,,,,
0.745,1536669,31,-0.013,,,,,,,,,
0.723,1536728,90,-0.035,,,,,,,,,
0.723,1536743,105,-0.035,,,,,,,,,
0.746,1536702,64,-0.012,,,,,,,,,
0.78,1536644,6,0.022,,,,,,,,,
0.797,1536606,-32,0.039,,,,,,,,,
0.789,1536610,-28,0.031,,,,,,,,,
0.752,1536659,21,-0.006,,,,,,,,,
0.725,1536717,79,-0.033,,,,,,,,,
0.717,1536742,104,-0.041,,,,,,,,,
0.744,1536710,72,-0.014,,,,,,,,,
0.779,1536653,15,0.021,,,,,,,,,
0.797,1536609,-29,0.039,,,,,,,,,
0.786,1536607,-31,0.028,,,,,,,,,
0.755,1536651,13,-0.003,,,,,,,,,
0.729,1536713,75,-0.029,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.738,1536718,80,-0.02,,,,,,,,,
0.77,1536661,23,0.012,,,,,,,,,
0.794,1536612,-26,0.036,,,,,,,,,
0.794,1536604,-34,0.036,,,,,,,,,
0.766,1536643,5,0.008,,,,,,,,,
0.73,1536702,64,-0.028,,,,,,,,,
0.717,1536742,104,-0.041,,,,,,,,,
0.736,1536724,86,-0.022,,,,,,,,,
0.769,1536670,32,0.011,,,,,,,,,
0.794,1536618,-20,0.036,,,,,,,,,
0.793,1536602,-36,0.035,,,,,,,,,
0.767,1536634,-4,0.009,,,,,,,,,
0.735,1536696,58,-0.023,,,,,,,,,
0.72,1536739,101,-0.038,,,,,,,,,
0.729,1536731,93,-0.029,,,,,,,,,
0.762,1536678,40,0.004,,,,,,,,,
0.793,1536623,-15,0.035,,,,,,,,,
0.799,1536602,-36,0.041,,,,,,,,,
0.771,1536628,-10,0.013,,,,,,,,,
0.737,1536688,50,-0.021,,,,,,,,,
0.717,1536736,98,-0.041,,,,,,,,,
0.727,1536734,96,-0.031,,,,,,,,,
0.76,1536684,46,0.002,,,,,,,,,
0.789,1536629,-9,0.031,,,,,,,,,
0.794,1536602,-36,0.036,,,,,,,,,
0.778,1536623,-15,0.02,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.721,1536732,94,-0.037,,,,,,,,,
0.723,1536736,98,-0.035,,,,,,,,,
0.751,1536692,54,-0.007,,,,,,,,,
0.786,1536637,-1,0.028,,,,,,,,,
0.8,1536603,-35,0.042,,,,,,,,,
0.782,1536616,-22,0.024,,,,,,,,,
0.745,1536671,33,-0.013,,,,,,,,,
0.723,1536728,90,-0.035,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.749,1536702,64,-0.009,,,,,,,,,
0.779,1536642,4,0.021,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.786,1536611,-27,0.028,,,,,,,,,
0.754,1536661,23,-0.004,,,,,,,,,
0.726,1536721,83,-0.032,,,,,,,,,
0.719,1536742,104,-0.039,,,,,,,,,
0.741,1536710,72,-0.017,,,,,,,,,
0.778,1536651,13,0.02,,,,,,,,,
0.798,1536607,-31,0.04,,,,,,,,,
0.788,1536607,-31,0.03,,,,,,,,,
0.756,1536652,14,-0.002,,,,,,,,,
0.727,1536713,75,-0.031,,,,,,,,,
0.721,1536743,105,-0.037,,,,,,,,,
0.736,1536717,79,-0.022,,,,,,,,,
0.771,1536661,23,0.013,,,,,,,,,
0.795,1536612,-26,0.037,,,,,,,,,
0.793,1536604,-34,0.035,,,,,,,,,
0.766,1536644,6,0.008,,,,,,,,,
0.73,1536705,67,-0.028,,,,,,,,,
0.719,1536742,104,-0.039,,,,,,,,,
0.734,1536722,84,-0.024,,,,,,,,,
0.768,1536669,31,0.01,,,,,,,,,
0.794,1536617,-21,0.036,,,,,,,,,
0.795,1536602,-36,0.037,,,,,,,,,
0.765,1536634,-4,0.007,,,,,,,,,
0.732,1536696,58,-0.026,,,,,,,,,
0.72,1536739,101,-0.038,,,,,,,,,
0.73,1536730,92,-0.028,,,,,,,,,
0.763,1536678,40,0.005,,,,,,,,,
0.79,1536623,-15,0.032,,,,,,,,,
0.797,1536602,-36,0.039,,,,,,,,,
0.773,1536626,-12,0.015,,,,,,,,,
0.739,1536687,49,-0.019,,,,,,,,,
0.719,1536736,98,-0.039,,,,,,,,,
0.726,1536736,98,-0.032,,,,,,,,,
0.758,1536687,49,0,,,,,,,,,
0.788,1536630,-8,0.03,,,,,,,,,
0.795,1536601,-37,0.037,,,,,,,,,
0.778,1536619,-19,0.02,,,,,,,,,
0.745,1536676,38,-0.013,,,,,,,,,
0.721,1536732,94,-0.037,,,,,,,,,
0.724,1536740,102,-0.034,,,,,,,,,
0.75,1536695,57,-0.008,,,,,,,,,
0.784,1536638,0,0.026,,,,,,,,,
0.797,1536603,-35,0.039,,,,,,,,,
0.784,1536615,-23,0.026,,,,,,,,,
0.748,1536669,31,-0.01,,,,,,,,,
0.722,1536726,88,-0.036,,,,,,,,,
0.72,1536741,103,-0.038,,,,,,,,,
0.747,1536702,64,-0.011,,,,,,,,,
0.781,1536645,7,0.023,,,,,,,,,
0.798,1536606,-32,0.04,,,,,,,,,
0.785,1536610,-28,0.027,,,,,,,,,
0.751,1536659,21,-0.007,,,,,,,,,
0.726,1536718,80,-0.032,,,,,,,,,
0.72,1536742,104,-0.038,,,,,,,,,
0.742,1536711,73,-0.016,,,,,,,,,
0.775,1536653,15,0.017,,,,,,,,,
0.798,1536609,-29,0.04,,,,,,,,,
0.791,1536606,-32,0.033,,,,,,,,,
0.758,1536650,12,0,,,,,,,,,
0.727,1536711,73,-0.031,,,,,,,,,
0.717,1536743,105,-0.041,,,,,,,,,
0.739,1536717,79,-0.019,,,,,,,,,
0.773,1536661,23,0.015,,,,,,,,,
0.795,1536613,-25,0.037,,,,,,,,,
0.792,1536603,-35,0.034,,,,,,,,,
0.763,1536642,4,0.005,,,,,,,,,
0.732,1536702,64,-0.026,,,,,,,,,
0.721,1536742,104,-0.037,,,,,,,,,
0.732,1536725,87,-0.026,,,,,,,,,
0.766,1536671,33,0.008,,,,,,,,,
0.793,1536618,-20,0.035,,,,,,,,,
0.796,1536602,-36,0.038,,,,,,,,,
0.767,1536632,-6,0.009,,,,,,,,,
0.732,1536695,57,-0.026,,,,,,,,,
0.718,1536741,103,-0.04,,,,,,,,,
0.731,1536733,95,-0.027,,,,,,,,,
0.765,1536680,42,0.007,,,,,,,,,
0.79,1536622,-16,0.032,,,,,,,,,
0.796,1536599,-39,0.038,,,,,,,,,
0.773,1536624,-14,0.015,,,,,,,,,
0.739,1536685,47,-0.019,,,,,,,,,
0.72,1536736,98,-0.038,,,,,,,,,
0.725,1536736,98,-0.033,,,,,,,,,
0.756,1536688,50,-0.002,,,,,,,,,
0.789,1536632,-6,0.031,,,,,,,,,
0.797,1536602,-36,0.039,,,,,,,,,
0.777,1536619,-19,0.019,,,,,,,,,
0.743,1536677,39,-0.015,,,,,,,,,
0.719,1536732,94,-0.039,,,,,,,,,
0.725,1536740,102,-0.033,,,,,,,,,
0.753,1536695,57,-0.005,,,,,,,,,
0.783,1536638,0,0.025,,,,,,,,,
0.797,1536603,-35,0.039,,,,,,,,,
0.783,1536614,-24,0.025,,,,,,,,,
0.75,1536667,29,-0.008,,,,,,,,,
0.723,1536726,88,-0.035,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.745,1536703,65,-0.013,,,,,,,,,
0.779,1536646,8,0.021,,,,,,,,,
0.798,1536606,-32,0.04,,,,,,,,,
0.784,1536611,-27,0.026,,,,,,,,,
0.75,1536660,22,-0.008,,,,,,,,,
0.726,1536718,80,-0.032,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.744,1536711,73,-0.014,,,,,,,,,
0.774,1536653,15,0.016,,,,,,,,,
0.796,1536610,-28,0.038,,,,,,,,,
0.791,1536606,-32,0.033,,,,,,,,,
0.76,1536650,12,0.002,,,,,,,,,
0.728,1536710,72,-0.03,,,,,,,,,
0.716,1536742,104,-0.042,,,,,,,,,
0.736,1536718,80,-0.022,,,,,,,,,
0.772,1536661,23,0.014,,,,,,,,,
0.796,1536613,-25,0.038,,,,,,,,,
0.792,1536604,-34,0.034,,,,,,,,,
0.762,1536643,5,0.004,,,,,,,,,
0.732,1536703,65,-0.026,,,,,,,,,
0.72,1536740,102,-0.038,,,,,,,,,
0.732,1536723,85,-0.026,,,,,,,,,
0.765,1536670,32,0.007,,,,,,,,,
0.793,1536618,-20,0.035,,,,,,,,,
0.797,1536603,-35,0.039,,,,,,,,,
0.769,1536633,-5,0.011,,,,,,,,,
0.733,1536694,56,-0.025,,,,,,,,,
0.717,1536738,100,-0.041,,,,,,,,,
0.729,1536729,91,-0.029,,,,,,,,,
0.763,1536678,40,0.005,,,,,,,,,
0.792,1536624,-14,0.034,,,,,,,,,
0.794,1536602,-36,0.036,,,,,,,,,
0.771,1536628,-10,0.013,,,,,,,,,
0.738,1536687,49,-0.02,,,,,,,,,
0.721,1536736,98,-0.037,,,,,,,,,
0.727,1536734,96,-0.031,,,,,,,,,
0.757,1536685,47,-0.001,,,,,,,,,
0.787,1536630,-8,0.029,,,,,,,,,
0.797,1536601,-37,0.039,,,,,,,,,
0.779,1536619,-19,0.021,,,,,,,,,
0.744,1536676,38,-0.014,,,,,,,,,
0.719,1536730,92,-0.039,,,,,,,,,
0.723,1536739,101,-0.035,,,,,,,,,
0.751,1536695,57,-0.007,,,,,,,,,
0.786,1536639,1,0.028,,,,,,,,,
0.798,1536603,-35,0.04,,,,,,,,,
0.779,1536614,-24,0.021,,,,,,,,,
0.747,1536669,31,-0.011,,,,,,,,,
0.723,1536726,88,-0.035,,,,,,,,,
0.722,1536741,103,-0.036,,,,,,,,,
0.745,1536702,64,-0.013,,,,,,,,,
0.78,1536645,7,0.022,,,,,,,,,
0.799,1536605,-33,0.041,,,,,,,,,
0.789,1536611,-27,0.031,,,,,,,,,
0.754,1536660,22,-0.004,,,,,,,,,
0.724,1536719,81,-0.034,,,,,,,,,
0.717,1536743,105,-0.041,,,,,,,,,
0.743,1536710,72,-0.015,,,,,,,,,
0.777,1536654,16,0.019,,,,,,,,,
0.796,1536609,-29,0.038,,,,,,,,,
0.788,1536606,-32,0.03,,,,,,,,,
0.761,1536649,11,0.003,,,,,,,,,
0.729,1536710,72,-0.029,,,,,,,,,
0.723,1536743,105,-0.035,,,,,,,,,
0.737,1536719,81,-0.021,,,,,,,,,
0.77,1536662,24,0.012,,,,,,,,,
0.796,1536612,-26,0.038,,,,,,,,,
0.794,1536602,-36,0.036,,,,,,,,,
0.764,1536638,0,0.006,,,,,,,,,
0.728,1536703,65,-0.03,,,,,,,,,
0.718,1536747,109,-0.04,,,,,,,,,
0.735,1536728,90,-0.023,,,,,,,,,
0.767,1536670,32,0.009,,,,,,,,,
0.793,1536615,-23,0.035,,,,,,,,,
0.793,1536598,-40,0.035,,,,,,,,,
0.768,1536630,-8,0.01,,,,,,,,,
0.735,1536695,57,-0.023,,,,,,,,,
0.717,1536743,105,-0.041,,,,,,,,,
0.726,1536734,96,-0.032,,,,,,,,,
0.761,1536680,42,0.003,,,,,,,,,
0.793,1536621,-17,0.035,,,,,,,,,
0.797,1536597,-41,0.039,,,,,,,,,
0.772,1536623,-15,0.014,,,,,,,,,
0.737,1536687,49,-0.021,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.727,1536741,103,-0.031,,,,,,,,,
0.757,1536692,54,-0.001,,,,,,,,,
0.787,1536629,-9,0.029,,,,,,,,,
0.794,1536596,-42,0.036,,,,,,,,,
0.779,1536617,-21,0.021,,,,,,,,,
0.745,1536676,38,-0.013,,,,,,,,,
0.721,1536736,98,-0.037,,,,,,,,,
0.72,1536746,108,-0.038,,,,,,,,,
0.752,1536701,63,-0.006,,,,,,,,,
0.785,1536637,-1,0.027,,,,,,,,,
0.799,1536598,-40,0.041,,,,,,,,,
0.781,1536611,-27,0.023,,,,,,,,,
0.747,1536666,28,-0.011,,,,,,,,,
0.723,1536730,92,-0.035,,,,,,,,,
0.724,1536750,112,-0.034,,,,,,,,,
0.746,1536709,71,-0.012,,,,,,,,,
0.778,1536645,7,0.02,,,,,,,,,
0.797,1536600,-38,0.039,,,,,,,,,
0.788,1536606,-32,0.03,,,,,,,,,
0.756,1536657,19,-0.002,,,,,,,,,
0.727,1536722,84,-0.031,,,,,,,,,
0.718,1536749,111,-0.04,,,,,,,,,
0.741,1536717,79,-0.017,,,,,,,,,
0.776,1536653,15,0.018,,,,,,,,,
0.801,1536603,-35,0.043,,,,,,,,,
0.79,1536601,-37,0.032,,,,,,,,,
0.758,1536647,9,0,,,,,,,,,
0.726,1536714,76,-0.032,,,,,,,,,
0.718,1536751,113,-0.04,,,,,,,,,
0.737,1536725,87,-0.021,,,,,,,,,
0.771,1536662,24,0.013,,,,,,,,,
0.795,1536609,-29,0.037,,,,,,,,,
0.795,1536598,-40,0.037,,,,,,,,,
0.765,1536636,-2,0.007,,,,,,,,,
0.729,1536705,67,-0.029,,,,,,,,,
0.716,1536748,110,-0.042,,,,,,,,,
0.733,1536732,94,-0.025,,,,,,,,,
0.768,1536671,33,0.01,,,,,,,,,
0.793,1536615,-23,0.035,,,,,,,,,
0.792,1536598,-40,0.034,,,,,,,,,
0.768,1536631,-7,0.01,,,,,,,,,
0.736,1536696,58,-0.022,,,,,,,,,
0.721,1536746,108,-0.037,,,,,,,,,
0.728,1536736,98,-0.03,,,,,,,,,
0.759,1536679,41,0.001,,,,,,,,,
0.79,1536623,-15,0.032,,,,,,,,,
0.797,1536598,-40,0.039,,,,,,,,,
0.776,1536624,-14,0.018,,,,,,,,,
0.738,1536687,49,-0.02,,,,,,,,,
0.718,1536740,102,-0.04,,,,,,,,,
0.723,1536739,101,-0.035,,,,,,,,,
0.758,1536686,48,0,,,,,,,,,
0.789,1536628,-10,0.031,,,,,,,,,
0.795,1536599,-39,0.037,,,,,,,,,
0.777,1536621,-17,0.019,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.722,1536734,96,-0.036,,,,,,,,,
0.721,1536740,102,-0.037,,,,,,,,,
0.748,1536694,56,-0.01,,,,,,,,,
0.785,1536635,-3,0.027,,,,,,,,,
0.799,1536602,-36,0.041,,,,,,,,,
0.783,1536617,-21,0.025,,,,,,,,,
0.745,1536670,32,-0.013,,,,,,,,,
0.722,1536728,90,-0.036,,,,,,,,,
0.722,1536742,104,-0.036,,,,,,,,,
0.749,1536701,63,-0.009,,,,,,,,,
0.779,1536643,5,0.021,,,,,,,,,
0.794,1536606,-32,0.036,,,,,,,,,
0.786,1536613,-25,0.028,,,,,,,,,
0.754,1536661,23,-0.004,,,,,,,,,
0.727,1536721,83,-0.031,,,,,,,,,
0.721,1536742,104,-0.037,,,,,,,,,
0.74,1536709,71,-0.018,,,,,,,,,
0.777,1536652,14,0.019,,,,,,,,,
0.793,1536608,-30,0.035,,,,,,,,,
0.791,1536609,-29,0.033,,,,,,,,,
0.757,1536654,16,-0.001,,,,,,,,,
0.727,1536713,75,-0.031,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.738,1536713,75,-0.02,,,,,,,,,
0.769,1536658,20,0.011,,,,,,,,,
0.794,1536613,-25,0.036,,,,,,,,,
0.794,1536607,-31,0.036,,,,,,,,,
0.768,1536647,9,0.01,,,,,,,,,
0.731,1536704,66,-0.027,,,,,,,,,
0.715,1536740,102,-0.043,,,,,,,,,
0.73,1536721,83,-0.028,,,,,,,,,
0.767,1536669,31,0.009,,,,,,,,,
0.797,1536617,-21,0.039,,,,,,,,,
0.794,1536602,-36,0.036,,,,,,,,,
0.764,1536636,-2,0.006,,,,,,,,,
0.734,1536698,60,-0.024,,,,,,,,,
0.721,1536740,102,-0.037,,,,,,,,,
0.731,1536728,90,-0.027,,,,,,,,,
0.759,1536676,38,0.001,,,,,,,,,
0.79,1536624,-14,0.032,,,,,,,,,
0.798,1536603,-35,0.04,,,,,,,,,
0.776,1536630,-8,0.018,,,,,,,,,
0.741,1536689,51,-0.017,,,,,,,,,
0.717,1536736,98,-0.041,,,,,,,,,
0.721,1536733,95,-0.037,,,,,,,,,
0.757,1536684,46,-0.001,,,,,,,,,
0.79,1536631,-7,0.032,,,,,,,,,
0.796,1536603,-35,0.038,,,,,,,,,
0.779,1536623,-15,0.021,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.722,1536732,94,-0.036,,,,,,,,,
0.722,1536738,100,-0.036,,,,,,,,,
0.747,1536692,54,-0.011,,,,,,,,,
0.781,1536638,0,0.023,,,,,,,,,
0.801,1536605,-33,0.043,,,,,,,,,
0.784,1536617,-21,0.026,,,,,,,,,
0.747,1536671,33,-0.011,,,,,,,,,
0.72,1536726,88,-0.038,,,,,,,,,
0.719,1536739,101,-0.039,,,,,,,,,
0.748,1536701,63,-0.01,,,,,,,,,
0.782,1536643,5,0.024,,,,,,,,,
0.796,1536607,-31,0.038,,,,,,,,,
0.785,1536614,-24,0.027,,,,,,,,,
0.753,1536662,24,-0.005,,,,,,,,,
0.73,1536718,80,-0.028,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.74,1536708,70,-0.018,,,,,,,,,
0.772,1536652,14,0.014,,,,,,,,,
0.8,1536610,-28,0.042,,,,,,,,,
0.793,1536610,-28,0.035,,,,,,,,,
0.759,1536653,15,0.001,,,,,,,,,
0.726,1536712,74,-0.032,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.739,1536715,77,-0.019,,,,,,,,,
0.772,1536661,23,0.014,,,,,,,,,
0.791,1536614,-24,0.033,,,,,,,,,
0.792,1536607,-31,0.034,,,,,,,,,
0.766,1536646,8,0.008,,,,,,,,,
0.735,1536704,66,-0.023,,,,,,,,,
0.717,1536739,101,-0.041,,,,,,,,,
0.729,1536721,83,-0.029,,,,,,,,,
0.764,1536669,31,0.006,,,,,,,,,
0.796,1536619,-19,0.038,,,,,,,,,
0.798,1536604,-34,0.04,,,,,,,,,
0.767,1536637,-1,0.009,,,,,,,,,
0.733,1536697,59,-0.025,,,,,,,,,
0.72,1536738,100,-0.038,,,,,,,,,
0.731,1536727,89,-0.027,,,,,,,,,
0.762,1536677,39,0.004,,,,,,,,,
0.786,1536624,-14,0.028,,,,,,,,,
0.795,1536604,-34,0.037,,,,,,,,,
0.775,1536631,-7,0.017,,,,,,,,,
0.742,1536687,49,-0.016,,,,,,,,,
0.719,1536735,97,-0.039,,,,,,,,,
0.724,1536732,94,-0.034,,,,,,,,,
0.757,1536684,46,-0.001,,,,,,,,,
0.789,1536632,-6,0.031,,,,,,,,,
0.798,1536604,-34,0.04,,,,,,,,,
0.776,1536623,-15,0.018,,,,,,,,,
0.743,1536678,40,-0.015,,,,,,,,,
0.72,1536730,92,-0.038,,,,,,,,,
0.724,1536737,99,-0.034,,,,,,,,,
0.75,1536692,54,-0.008,,,,,,,,,
0.783,1536638,0,0.025,,,,,,,,,
0.798,1536605,-33,0.04,,,,,,,,,
0.785,1536618,-20,0.027,,,,,,,,,
0.751,1536669,31,-0.007,,,,,,,,,
0.722,1536725,87,-0.036,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.746,1536701,63,-0.012,,,,,,,,,
0.784,1536645,7,0.026,,,,,,,,,
0.798,1536608,-30,0.04,,,,,,,,,
0.784,1536613,-25,0.026,,,,,,,,,
0.751,1536662,24,-0.007,,,,,,,,,
0.728,1536718,80,-0.03,,,,,,,,,
0.722,1536741,103,-0.036,,,,,,,,,
0.742,1536710,72,-0.016,,,,,,,,,
0.773,1536654,16,0.015,,,,,,,,,
0.795,1536610,-28,0.037,,,,,,,,,
0.792,1536610,-28,0.034,,,,,,,,,
0.762,1536652,14,0.004,,,,,,,,,
0.726,1536712,74,-0.032,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.736,1536717,79,-0.022,,,,,,,,,
0.772,1536661,23,0.014,,,,,,,,,
0.794,1536614,-24,0.036,,,,,,,,,
0.79,1536606,-32,0.032,,,,,,,,,
0.765,1536643,5,0.007,,,,,,,,,
0.734,1536703,65,-0.024,,,,,,,,,
0.722,1536740,102,-0.036,,,,,,,,,
0.732,1536722,84,-0.026,,,,,,,,,
0.763,1536671,33,0.005,,,,,,,,,
0.792,1536620,-18,0.034,,,,,,,,,
0.799,1536605,-33,0.041,,,,,,,,,
0.77,1536636,-2,0.012,,,,,,,,,
0.732,1536694,56,-0.026,,,,,,,,,
0.717,1536737,99,-0.041,,,,,,,,,
0.73,1536727,89,-0.028,,,,,,,,,
0.764,1536676,38,0.006,,,,,,,,,
0.79,1536625,-13,0.032,,,,,,,,,
0.794,1536606,-32,0.036,,,,,,,,,
0.772,1536632,-6,0.014,,,,,,,,,
0.742,1536687,49,-0.016,,,,,,,,,
0.721,1536733,95,-0.037,,,,,,,,,
0.724,1536731,93,-0.034,,,,,,,,,
0.754,1536684,46,-0.004,,,,,,,,,
0.787,1536632,-6,0.029,,,,,,,,,
0.801,1536606,-32,0.043,,,,,,,,,
0.779,1536623,-15,0.021,,,,,,,,,
0.744,1536680,42,-0.014,,,,,,,,,
0.719,1536731,93,-0.039,,,,,,,,,
0.723,1536736,98,-0.035,,,,,,,,,
0.751,1536692,54,-0.007,,,,,,,,,
0.782,1536638,0,0.024,,,,,,,,,
0.797,1536606,-32,0.039,,,,,,,,,
0.783,1536617,-21,0.025,,,,,,,,,
0.75,1536671,33,-0.008,,,,,,,,,
0.725,1536725,87,-0.033,,,,,,,,,
0.72,1536738,100,-0.038,,,,,,,,,
0.747,1536701,63,-0.011,,,,,,,,,
0.783,1536646,8,0.025,,,,,,,,,
0.798,1536608,-30,0.04,,,,,,,,,
0.787,1536613,-25,0.029,,,,,,,,,
0.751,1536662,24,-0.007,,,,,,,,,
0.728,1536719,81,-0.03,,,,,,,,,
0.722,1536740,102,-0.036,,,,,,,,,
0.742,1536708,70,-0.016,,,,,,,,,
0.774,1536653,15,0.016,,,,,,,,,
0.793,1536611,-27,0.035,,,,,,,,,
0.791,1536612,-26,0.033,,,,,,,,,
0.763,1536654,16,0.005,,,,,,,,,
0.73,1536710,72,-0.028,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.735,1536714,76,-0.023,,,,,,,,,
0.773,1536660,22,0.015,,,,,,,,,
0.795,1536616,-22,0.037,,,,,,,,,
0.792,1536609,-29,0.034,,,,,,,,,
0.763,1536647,9,0.005,,,,,,,,,
0.732,1536703,65,-0.026,,,,,,,,,
0.717,1536738,100,-0.041,,,,,,,,,
0.732,1536720,82,-0.026,,,,,,,,,
0.766,1536669,31,0.008,,,,,,,,,
0.792,1536620,-18,0.034,,,,,,,,,
0.796,1536607,-31,0.038,,,,,,,,,
0.771,1536638,0,0.013,,,,,,,,,
0.734,1536695,57,-0.024,,,,,,,,,
0.717,1536736,98,-0.041,,,,,,,,,
0.727,1536726,88,-0.031,,,,,,,,,
0.762,1536677,39,0.004,,,,,,,,,
0.792,1536626,-12,0.034,,,,,,,,,
0.795,1536606,-32,0.037,,,,,,,,,
0.772,1536630,-8,0.014,,,,,,,,,
0.741,1536688,50,-0.017,,,,,,,,,
0.723,1536735,97,-0.035,,,,,,,,,
0.726,1536731,93,-0.032,,,,,,,,,
0.754,1536684,46,-0.004,,,,,,,,,
0.785,1536632,-6,0.027,,,,,,,,,
0.799,1536605,-33,0.041,,,,,,,,,
0.781,1536625,-13,0.023,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
